OBJECTID,ID,Year,Reported Date,Occurred Date,Day of Week,Offence Category,Bicycle Style,Bicycle Value,Bicycle Make,Bicycle Model,Bicycle Type,Bicycle Frame,Bicycle Colour,Bicycle Speed,Neighbourhood,Sector,Division,Census Tract,x,y
5259,4716,2019,7/5/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Friday,THEFT <BICYCLE,RECOVERED,300,CCM,KROSSPORT  700C,HYBRID,MEN'S,BLACK,21,Hintonburg - Mechanicsville,Sector 21,Central,5050171.07,386566.7721,5037273.556
5260,5790,2019,7/5/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Friday,THEFT <BICYCLE,SEIZED,0,NA,N/A,MOUNTAIN,UNISEX,YELLOW LIGHT BLUE,18,Navan - Sarsfield,Sector 31,East,5050056,368257.334,5032531.078
5261,4447,2019,7/4/2019 4:00:00 AM,7/3/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1500,GIANT,TRINITY,RACER,MEN'S, ORANGE,15,Sandy Hill,Sector 24,Central,5050054,368227.7049,5032046.582
5262,4715,2019,7/4/2019 4:00:00 AM,7/4/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1200,SCOTT,2018 SPEEDSTER,RACER,MEN'S,BLACK,16,Vanier South,Sector 25,Central,5050015,369571.7129,5030899.57
5263,5559,2019,7/4/2019 4:00:00 AM,6/29/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,80,SUPER CYCLE,N/A,REGULAR,N/A,PURPLE,0,Old Ottawa East,Sector 22,Central,5050101,369814.8181,5032918.37
5264,4446,2019,7/3/2019 4:00:00 AM,6/28/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,600,CCM,SHIMANO FIRE SH,MOUNTAIN,MEN'S, ORANGE,21,Convent Glen - Orléans Woods,Sector 31,East,5050171.07,386159.7329,5036914.547
5265,4507,2019,7/3/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,250,RALEIGH,DETOUR 1 STEP T,REGULAR,WOMEN'S, WHITE,0,Portobello South,Sector 31,East,5050124.02,380868.737,5038509.598
5266,4713,2019,7/3/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,500,ROCKY MOUNTAIN,RC10,HYBRID,MEN'S,BLACK,9,Lowertown,Sector 24,Central,5050110,369029.703,5034365.603
5267,5038,2019,7/3/2019 4:00:00 AM,7/3/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,350,SANCTUARY,N/A,OTHER,WOMEN'S,BLUE,7,Rockcliffe Park,Sector 25,Central,5050032.02,361706.8529,5026978.098
5268,5541,2019,7/3/2019 4:00:00 AM,7/2/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,REGULAR,WOMEN'S,PINKPURPLE,0,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050124.02,380777.1381,5038350.005
5269,5558,2019,7/3/2019 4:00:00 AM,7/2/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,4000,CATRIKE,5.5.9,TRICYCLE,UNISEX,PURPLE,10,Laurentian,Sector 14,West,5050053,369035.706,5032924.589
5270,5766,2019,7/3/2019 4:00:00 AM,7/2/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,300,BIANCHI,N/A,RACER,UNISEX,TRQ,4,Convent Glen - Orléans Woods,Sector 31,East,5050033.01,363363.691,5027316.542
5271,4476,2019,7/2/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1200,ROCKY MOUNTAIN,SOLO CXR,RACER,MEN'S, WHITE,10,Sandy Hill,Sector 24,Central,5050051,369013.7071,5032438.585
5272,4505,2019,7/2/2019 4:00:00 AM,7/2/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,950,NORCO,VFR5,HYBRID,WOMEN'S, WHITE,0,Overbrook - McArthur,Sector 25,Central,5050054,368020.7041,5032211.584
5273,4506,2019,7/2/2019 4:00:00 AM,6/28/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,500,CCM,SHAMANO,REGULAR,MEN'S, WHITE,0,Brookside - Briarbrook - Morgan's Grant,Sector 13,West,5050001.08,373682.7381,5026008.526
5274,4708,2019,7/2/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,TREK,DUAL SPORT 2,HYBRID,MEN'S,BLACK,0,Britannia Village,Sector 14,West,5050030,360397.6383,5025017.128
5275,4709,2019,7/2/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1099,FATBOY,N/A,MOUNTAIN,MEN'S,BLACK,1,Byward Market,Sector 24,Central,5050054,367896.9369,5032410.201
5276,4710,2019,7/2/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Tuesday,THEFT >BICYCLE,STOLEN,6000,STEVENS,SLR ROAD BIKE,RACER,MEN'S,BLACK,0,Byward Market,Sector 24,Central,5050054,367862.703,5032488.587
5277,4711,2019,7/2/2019 4:00:00 AM,7/2/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1100,MEC,MIDTOWN,HYBRID,MEN'S,BLACK,27,Hunt Club Park,Sector 33,East,5050048,367221.703,5031319.576
5278,4712,2019,7/2/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,200,UKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,0,Byward Market,Sector 24,Central,5050051,369013.7071,5032438.585
5279,4947,2019,7/2/2019 4:00:00 AM,6/28/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,150,UNKNOWN,UNKNOWN,TRICYCLE,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050001.08,373682.7381,5026008.526
5280,5174,2019,7/2/2019 4:00:00 AM,7/2/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,800,KONA,DEW DELUXE,HYBRID,MEN'S,DARK GREEN,18,Sandy Hill,Sector 24,Central,5050048,367648.7041,5031680.579
5281,5194,2019,7/2/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,900,RADIO,COMRAD,BMX,MEN'S,GOLDEN,0,Centretown,Sector 23,Central,5050054,367869.2159,5032130.693
5282,5597,2019,7/2/2019 4:00:00 AM,6/30/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1000,JAMIS DRAGON,N/A,MOUNTAIN,MEN'S,RED,0,Sandy Hill,Sector 24,Central,5050160.1,348592.266,5023928.646
5283,5628,2019,7/2/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1000,TREK,1.2,TOURING,MEN'S,RED,0,Brookside - Briarbrook - Morgan's Grant,Sector 13,West,5050050,368528.8285,5031906.694
5284,5709,2019,7/2/2019 4:00:00 AM,6/21/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,RECOVERED,1700,TREK,CROSS-RIP,TOURING,MEN'S,SILK,18,Byward Market,Sector 24,Central,5050100,370939.0989,5032574.553
5285,5732,2019,7/2/2019 4:00:00 AM,6/30/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,80,SUPERCYCLE,1800 MOUNTAIN B,MOUNTAIN,WOMEN'S,SILK,18,Overbrook - McArthur,Sector 25,Central,5050160.1,348592.266,5023928.646
5286,5733,2019,7/2/2019 4:00:00 AM,6/21/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,170,SUPERCYCLE,"NITRO XT 26""""",MOUNTAIN,WOMEN'S,SILK,21,Hunt Club Park,Sector 33,East,5050100,370939.0989,5032574.553
5287,4504,2019,7/1/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,GIANT,EXPLORE,HYBRID,MEN'S, WHITE,21,Centretown,Sector 23,Central,5050048,367153.703,5031068.574
5288,4706,2019,7/1/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,CANNONDALE,TRAIL 4,MOUNTAIN,UNISEX,BLACK,1,Centretown,Sector 23,Central,5050048,366933.4932,5031423.216
5289,4707,2019,7/1/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,400,GT,TRANSEO SPORT,HYBRID,MEN'S,BLACK,24,Centretown,Sector 23,Central,5050048,368109.579,5031644.604
5290,5362,2019,7/1/2019 4:00:00 AM,6/30/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,800,KONA,JAKE THE SNAKE,OTHER,N/A,GREEN,21,Centretown,Sector 23,Central,5050040,367572.7049,5030742.571
5291,5523,2019,7/1/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,0,HYPER,SPINFIT700C,HYBRID,MEN'S,ORNNGE,21,Centretown,Sector 23,Central,5050040,366978.183,5030797.697
5292,5542,2019,7/1/2019 4:00:00 AM,7/1/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,350,SCHWINN,SANCTUARY 7,HYBRID,WOMEN'S,PURPLE,7,Centretown,Sector 23,Central,5050048,368109.579,5031644.604
5293,4503,2019,6/30/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,800,FELT,N/A,HYBRID,WOMEN'S, WHITE,21,Sandy Hill,Sector 24,Central,5050050,368636.8819,5031723.753
5294,5247,2019,6/30/2019 4:00:00 AM,6/29/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,1000,GIANT,TALON 2,MOUNTAIN,MEN'S,GRAY,18,Sandy Hill,Sector 24,Central,5050050,369178.7989,5031334.746
5295,5731,2019,6/30/2019 4:00:00 AM,6/30/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,500,SPECIALIZED,SIRRUS,HYBRID,UNISEX,SILK,24,Hintonburg - Mechanicsville,Sector 21,Central,5050043,365555.491,5029697.89
5296,4705,2019,6/29/2019 4:00:00 AM,6/29/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,550,KHS BICYCLES,URBAN XCAPE,REGULAR,MEN'S,BLACK,6,Centretown,Sector 23,Central,5050048,366979.9412,5031354.328
5297,5037,2019,6/29/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,600,GIANT,ESCAPE,REGULAR,MEN'S,BLUE,18,Centretown,Sector 23,Central,5050035,366618.703,5029416.56
5298,5246,2019,6/29/2019 4:00:00 AM,6/29/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,750,GIANT,ROAM 3,HYBRID,MEN'S,GRAY,8,West Centretown,Sector 22,Central,5050038,367868.7071,5030257.566
5299,4580,2019,6/28/2019 4:00:00 AM,6/23/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1000,TOWNIE,7D,TOURING,WOMEN'S,BEIGE,0,Centretown,Sector 23,Central,5050037,368208.7071,5031126.574
5300,4599,2019,6/28/2019 4:00:00 AM,6/14/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,300,DIADORA,MODENA,HYBRID,MEN'S,BLACK,10,Centretown,Sector 23,Central,5050038,367467.766,5030981.754
5301,4700,2019,6/28/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,390,CCM,PRESTO,TOURING,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050170.01,384266.8019,5040192.766
5302,4703,2019,6/28/2019 4:00:00 AM,6/14/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,900,ORBECA,N/A,MOUNTAIN,MEN'S,BLACK,28,Chatelaine Village,Sector 31,East,5050038,367467.766,5030981.754
5303,4704,2019,6/28/2019 4:00:00 AM,6/28/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,100,HUFFY,FAT TIRE,MOUNTAIN,CHILD'S,BLACK,1,Stittsville,Sector 13,West,5050125.05,381483.746,5036849.58
5304,5036,2019,6/28/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,250,RALLEYE,N/A,MOUNTAIN,MEN'S,BLUE,0,Centretown,Sector 23,Central,5050125.08,381376.7501,5035464.57
5305,5245,2019,6/28/2019 4:00:00 AM,6/28/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,820,TREK,VERVE 3,TOURING,MEN'S,GRAY,24,Centretown,Sector 23,Central,5050013,370247.7121,5032419.582
5306,5346,2019,6/28/2019 4:00:00 AM,6/23/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,350,IRON HORSE,YAKUZA,MOUNTAIN,MEN'S,GREEN,10,Orléans Village - Chateauneuf,Sector 31,East,5050037,368208.7071,5031126.574
5307,5526,2019,6/28/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,250,NAKAMURA,UNKNOWN,MOUNTAIN,MEN'S,OTHER,18,Overbrook - McArthur,Sector 25,Central,5050151.04,349660.5819,5013654.425
5308,5544,2019,6/28/2019 4:00:00 AM,6/14/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,130,UNKNOWN,N/A,REGULAR,UNISEX,PURPLE,0,Orléans Village - Chateauneuf,Sector 31,East,5050038,367467.766,5030981.754
5309,4418,2019,6/27/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,300,EVERYDAY,TRINITY,HYBRID,WOMEN'S, LIGHT BLUE,7,West Centretown,Sector 22,Central,5050037,368010.706,5031104.574
5310,4502,2019,6/27/2019 4:00:00 AM,6/13/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,445,SPECIALIZED,HOTROCK 20,MOUNTAIN,CHILD'S, WHITE,6,Centretown,Sector 23,Central,5050018,368728.3079,5029342.493
5311,4543,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,225,DECATHLON,BTWIN,REGULAR,CHILD'S, WHITE,1,Centretown,Sector 23,Central,5050110,368954.294,5035173.549
5312,4569,2019,6/27/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,300,FELT,QX70,HYBRID,MEN'S, WHITE,24,West Centretown,Sector 22,Central,5050035,366950.7049,5029128.557
5313,4597,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1000,UNKNOWN,N/A,OTHER,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050041,366861.429,5030165.71
5314,4698,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,100,UNKNOWN,N/A,REGULAR,UNISEX,BLACK,0,Centretown,Sector 23,Central,5050048,367810.5515,5031794.154
5315,4699,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,200,ECLIPSE,N/A,RACER,N/A,BLACK,0,West Centretown,Sector 22,Central,5050037,368270.7071,5031364.576
5316,4701,2019,6/27/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,600,DAVINCI,DON'T KNOW,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050035,366950.7049,5029128.557
5317,4702,2019,6/27/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,450,TREK,3500,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050140.05,363129.68,5014494.428
5318,5083,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,225,DECATHLON,BTWIN,REGULAR,CHILD'S,BLUE,1,Glebe - Dows Lake,Sector 22,Central,5050110,368954.294,5035173.549
5319,5121,2019,6/27/2019 4:00:00 AM,6/13/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,350,SPECIALIZED,ROCKHOPPER,MOUNTAIN,MEN'S,BLUE,21,Old Barrhaven East,Sector 16,West,5050018,368728.3079,5029342.493
5320,5244,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,300,SUPERCYCLE,"SOLARIS, 700C",HYBRID,WOMEN'S,GRAY,18,Rockcliffe Park,Sector 25,Central,5050041,366861.429,5030165.71
5321,5423,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,300,PRO TOUR,N/A,RACER,MEN'S,MAROON,0,Rockcliffe Park,Sector 25,Central,5050037,367874.7049,5031319.576
5322,5708,2019,6/27/2019 4:00:00 AM,6/27/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,850,GIANT,ROAM 2 DISC,HYBRID,MEN'S,SILK,10,West Centretown,Sector 22,Central,5050037,368010.706,5031104.574
5323,5730,2019,6/27/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,2500,TREK,2300,RACER,MEN'S,SILK,18,Glebe - Dows Lake,Sector 22,Central,5050048,366979.9412,5031354.328
5324,4389,2019,6/26/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,RECOVERED,452,GT,AGGRESSOR SPORT,HYBRID,MEN'S, DARK BLUE,10,Rockcliffe Park,Sector 25,Central,5050044,364933.697,5028730.554
5325,4444,2019,6/26/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1500,LOUIS GARNEAU,GARIBALDI,HYBRID,MEN'S, ORANGE,14,Byward Market,Sector 24,Central,5050040,367615.7049,5030672.57
5326,4445,2019,6/26/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1500,LOUIS GARNEAU,GARIBALDI,HYBRID,MEN'S, ORANGE,14,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050040,367615.7049,5030672.57
5327,4598,2019,6/26/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,2500,CANNONDALE,SUPERSIX,MOUNTAIN,MEN'S,BLACK,0,Byward Market,Sector 24,Central,5050110,368987.7019,5034573.605
5328,4953,2019,6/26/2019 4:00:00 AM,6/16/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,198,HYPER,N/A,MOUNTAIN,MEN'S,BLACK  ORANGE,21,Island Park - Wellington Village,Sector 21,Central,5050054,368139.7041,5032451.586
5329,5173,2019,6/26/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,2000,DIAMONDBACK,HAANJO 5C,HYBRID,MEN'S,DARK GREEN,20,Rockcliffe Park,Sector 25,Central,5050110,368987.7019,5034573.605
5330,5332,2019,6/26/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,689,GIANT,GIANT,REGULAR,UNISEX,GRAY,1,Centretown,Sector 23,Central,5050044,364933.697,5028730.554
5331,5361,2019,6/26/2019 4:00:00 AM,6/16/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,480,DIADORA,AMPIO,MOUNTAIN,MEN'S,GREEN,27,Centretown,Sector 23,Central,5050001.08,374126.094,5028179.841
5332,5499,2019,6/26/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Island Park - Wellington Village,Sector 21,Central,5050001.04,371306.8129,5024316.731
5333,5534,2019,6/26/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,925,CANNONDALE,QUICK DISK 4,HYBRID,WOMEN'S,PINK,27,South Keys - Greenboro West,Sector 35,East,5050054,367796.7619,5032250.307
5334,4443,2019,6/25/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,350,GIANT,UNKNOWN,HYBRID,MEN'S, ORANGE,21,Centretown,Sector 23,Central,5050045,362765.6879,5028707.554
5335,4500,2019,6/25/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,MIELE,N/A,TOURING,MEN'S, WHITE,10,Carleton Heights - Rideauview,Sector 17,West,5050048,367034.703,5030997.574
5336,4501,2019,6/25/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,500,GIANT,HYBRID RACING B,HYBRID,MEN'S, WHITE,21,Centretown,Sector 23,Central,5050045,363399.5189,5028777.84
5337,4611,2019,6/25/2019 4:00:00 AM,6/23/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1000,KONA,JAKE THE SNAKE,OTHER,MEN'S,BLACK,15,Portobello South,Sector 31,East,5050038,367467.766,5030981.754
5338,4696,2019,6/25/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,60,UNKNOWN,UNKNOWN,MOUNTAIN,CHILD'S,BLACK,6,Westboro,Sector 21,Central,5050171.1,385515.746,5035961.384
5339,4697,2019,6/25/2019 4:00:00 AM,6/23/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1000,GIANT,ROAM,HYBRID,MEN'S,BLACK,0,North Gower - Kars,Sector 12,West,5050038,367467.766,5030981.754
5340,5033,2019,6/25/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,100,CCM,N/A,MOUNTAIN,MEN'S,BLUE,18,Centretown,Sector 23,Central,5050200.02,371759.6989,5002454.329
5341,5034,2019,6/25/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,500,REID HARRIER,HARRIER 2.0,OTHER,MEN'S,BLUE,1,Centretown,Sector 23,Central,5050038,368051.7071,5030697.57
5342,5035,2019,6/25/2019 4:00:00 AM,6/25/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1600,ROCKY MOUNTAIN,THUNDERBOLT 710,MOUNTAIN,MEN'S,BLUE,20,Westboro,Sector 21,Central,5050048,366979.9412,5031354.328
5343,5340,2019,6/25/2019 4:00:00 AM,6/18/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,579,CCM,SL 2.0 DUAL,MOUNTAIN,MEN'S,GRAYBLUE,12,Centretown,Sector 23,Central,5050020.01,366776.7071,5025596.527
5344,5482,2019,6/25/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Centretown,Sector 23,Central,5050018,368683.4376,5029244.601
5345,5729,2019,6/25/2019 4:00:00 AM,6/22/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,450,RALEIGH,TARANTULA,MOUNTAIN,UNISEX,SILK,0,Glebe - Dows Lake,Sector 22,Central,5050037,368552.709,5030577.568
5346,4388,2019,6/24/2019 4:00:00 AM,6/22/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,GIANT,KRONOS,TOURING,MEN'S, DARK BLUE,27,Sandy Hill,Sector 24,Central,5050048,368226.706,5031437.576
5347,4469,2019,6/24/2019 4:00:00 AM,6/23/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1180,ROCKY MOUNTAIN,N/A,HYBRID,MEN'S, ORANGE BLACK,27,Beacon Hill South - Cardinal Heights,Sector 32,East,5050038,367467.766,5030981.754
5348,4470,2019,6/24/2019 4:00:00 AM,6/20/2019 4:00:00 AM,Monday,THEFT <BICYCLE,SEIZED,0,GIANT,TEMPT,MOUNTAIN,WOMEN'S, WHITE,18,Centretown,Sector 23,Central,5050053,368455.294,5032188.624
5349,4498,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,400,INFINITY,N/A,HYBRID,UNISEX, WHITE,1,Centretown,Sector 23,Central,5050054,368157.7041,5032315.585
5350,4499,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,KONA,CINDERCONE,MOUNTAIN,MEN'S, WHITE,0,Centretown,Sector 23,Central,5050121.01,374579.723,5034369.589
5351,4568,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,100,CCM,SUPERCYCLE,MOUNTAIN,CHILD'S, WHITE,21,Centretown,Sector 23,Central,5050016,368673.7121,5028729.552
5352,4596,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,CANNONDALE,N/A,HYBRID,MEN'S,BLACK,24,Old Barrhaven East,Sector 16,West,5050121.01,374579.723,5034369.589
5353,4693,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,450,GT,AGRESSOR SPORT,MOUNTAIN,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050141.05,364847.2181,5017766.01
5354,4694,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,2200,NORCO,TRESHHOLD,OTHER,UNISEX,BLACK,1,Sandy Hill,Sector 24,Central,5050050,368719.7071,5031903.58
5355,4695,2019,6/24/2019 4:00:00 AM,6/22/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,400,LIV,ALIGHT,REGULAR,WOMEN'S,BLACK,21,Byward Market,Sector 24,Central,5050051,368813.7071,5032223.583
5356,4935,2019,6/24/2019 4:00:00 AM,6/22/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,TREK,N/A,REGULAR,MEN'S,BLACK,1,Sandy Hill,Sector 24,Central,5050048,368226.706,5031437.576
5357,4966,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1500,ROCKY MOUNTAIN,N/A,MOUNTAIN,MEN'S,BLACK GRAY,18,Old Ottawa South,Sector 22,Central,5050020.01,367417.5989,5026899.964
5358,4981,2019,6/24/2019 4:00:00 AM,6/23/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,2705,CERVELO,N/A,RACER,MEN'S,BLACK RED,20,Sandy Hill,Sector 24,Central,5050038,367467.766,5030981.754
5359,5241,2019,6/24/2019 4:00:00 AM,6/21/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,NORCO,STORM 1,MOUNTAIN,MEN'S,GRAY,0,Sandy Hill,Sector 24,Central,5050038,367943.706,5030868.572
5360,5242,2019,6/24/2019 4:00:00 AM,6/20/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,400,NORCO,STORM,HYBRID,WOMEN'S,GRAY,21,Billings Bridge - Alta Vista,Sector 34,East,5050053,368455.294,5032188.624
5361,5243,2019,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,350,NAKAMURA,ROYAL,HYBRID,MEN'S,GRAY,24,Beacon Hill South - Cardinal Heights,Sector 32,East,5050004,369059.8102,5027348.983
